"id_beh","input_order","numbers","uppercase","naStartTs","naStartE","naFinishTs","naFinishE","cnStartTs","cnStartE","cnFinishTs","cnFinishE","scStartTs","scStartE","scFinishTs","scFinishE","mStartTs","mStartE","mFinishTs","mFinishE","yStartTs","yStartE","yFinishTs","yFinishE","StartTs","StartE","FinishTs","FinishE"
"171","1-2-3-4-5","Mixed","Shift","2024-01-29 15:47:06:000138","1706554026138","2024-01-29 15:47:13:000705","1706554033705","2024-01-29 15:46:45:000045","1706554005045","2024-01-29 15:46:58:000611","1706554018611","2024-01-29 15:47:03:000883","1706554023883","2024-01-29 15:47:06:000138","1706554026138","2024-01-29 15:46:58:000612","1706554018612","2024-01-29 15:47:01:000052","1706554021052","2024-01-29 15:47:01:000052","1706554021052","2024-01-29 15:47:03:000882","1706554023882","2024-01-29 15:46:45:000045","1706554005045","2024-01-29 15:47:13:000705","1706554033705"
"172","1-2-3-4-5","Mixed","Shift","2024-01-29 15:47:39:000658","1706554059658","2024-01-29 15:47:46:000233","1706554066233","2024-01-29 15:47:17:000626","1706554037626","2024-01-29 15:47:32:000410","1706554052410","2024-01-29 15:47:36:000396","1706554056396","2024-01-29 15:47:39:000657","1706554059657","2024-01-29 15:47:32:000410","1706554052410","2024-01-29 15:47:34:000387","1706554054387","2024-01-29 15:47:34:000387","1706554054387","2024-01-29 15:47:36:000395","1706554056395","2024-01-29 15:47:17:000626","1706554037626","2024-01-29 15:47:46:000233","1706554066233"
"173","1-2-3-4-5","Numpad","Shift","2024-01-29 16:09:43:000353","1706555383353","2024-01-29 16:09:47:000432","1706555387432","2024-01-29 16:09:30:000104","1706555370104","2024-01-29 16:09:36:000427","1706555376427","2024-01-29 16:09:40:000602","1706555380602","2024-01-29 16:09:43:000353","1706555383353","2024-01-29 16:09:36:000428","1706555376428","2024-01-29 16:09:38:000154","1706555378154","2024-01-29 16:09:38:000154","1706555378154","2024-01-29 16:09:40:000601","1706555380601","2024-01-29 16:09:30:000104","1706555370104","2024-01-29 16:09:47:000432","1706555387433"
"174","1-2-3-4-5","Numpad","Shift","2024-01-29 16:10:12:000954","1706555412954","2024-01-29 16:10:18:000130","1706555418130","2024-01-29 16:09:57:000585","1706555397585","2024-01-29 16:10:05:000394","1706555405394","2024-01-29 16:10:11:000025","1706555411025","2024-01-29 16:10:12:000953","1706555412953","2024-01-29 16:10:05:000394","1706555405394","2024-01-29 16:10:08:000705","1706555408705","2024-01-29 16:10:08:000705","1706555408705","2024-01-29 16:10:11:000025","1706555411025","2024-01-29 16:09:57:000585","1706555397585","2024-01-29 16:10:18:000130","1706555418130"
"175","1-2-3-4-5","Mixed","Shift","2024-01-29 16:10:39:000682","1706555439682","2024-01-29 16:10:43:000890","1706555443890","2024-01-29 16:10:22:000625","1706555422625","2024-01-29 16:10:32:000418","1706555432418","2024-01-29 16:10:37:000012","1706555437012","2024-01-29 16:10:39:000681","1706555439681","2024-01-29 16:10:32:000418","1706555432418","2024-01-29 16:10:34:000321","1706555434321","2024-01-29 16:10:34:000321","1706555434321","2024-01-29 16:10:37:000012","1706555437012","2024-01-29 16:10:22:000625","1706555422625","2024-01-29 16:10:43:000890","1706555443890"
"176","1-2-3-4-5","Numpad","Shift","2024-01-29 16:11:06:000577","1706555466577","2024-01-29 16:11:11:000986","1706555471986","2024-01-29 16:10:50:000514","1706555450514","2024-01-29 16:10:58:000249","1706555458249","2024-01-29 16:11:03:000641","1706555463641","2024-01-29 16:11:06:000577","1706555466577","2024-01-29 16:10:58:000250","1706555458250","2024-01-29 16:11:00:000554","1706555460554","2024-01-29 16:11:00:000554","1706555460554","2024-01-29 16:11:03:000641","1706555463641","2024-01-29 16:10:50:000514","1706555450514","2024-01-29 16:11:11:000986","1706555471986"
"177","1-2-3-4-5","Numpad","Shift","2024-01-29 16:11:31:000570","1706555491570","2024-01-29 16:11:36:000419","1706555496419","2024-01-29 16:11:16:000378","1706555476378","2024-01-29 16:11:24:000586","1706555484586","2024-01-29 16:11:28:000882","1706555488882","2024-01-29 16:11:31:000569","1706555491569","2024-01-29 16:11:24:000586","1706555484586","2024-01-29 16:11:26:000403","1706555486403","2024-01-29 16:11:26:000403","1706555486403","2024-01-29 16:11:28:000882","1706555488882","2024-01-29 16:11:16:000378","1706555476378","2024-01-29 16:11:36:000419","1706555496419"
"178","1-2-3-4-5","Numpad","Shift","2024-01-29 16:12:02:000641","1706555522641","2024-01-29 16:12:10:000353","1706555530353","2024-01-29 16:11:43:000802","1706555503802","2024-01-29 16:11:51:000890","1706555511890","2024-01-29 16:11:59:000154","1706555519154","2024-01-29 16:12:02:000641","1706555522641","2024-01-29 16:11:52:000409","1706555512409","2024-01-29 16:11:55:000282","1706555515282","2024-01-29 16:11:51:000890","1706555511890","2024-01-29 16:11:52:000409","1706555512409","2024-01-29 16:11:43:000802","1706555503802","2024-01-29 16:12:10:000353","1706555530353"
"179","1-2-3-4-5","Numpad","Shift","2024-01-29 16:12:37:000834","1706555557834","2024-01-29 16:12:43:000346","1706555563346","2024-01-29 16:12:22:000010","1706555542010","2024-01-29 16:12:31:000083","1706555551083","2024-01-29 16:12:35:000826","1706555555826","2024-01-29 16:12:37:000833","1706555557833","2024-01-29 16:12:31:000083","1706555551083","2024-01-29 16:12:33:000106","1706555553106","2024-01-29 16:12:33:000106","1706555553106","2024-01-29 16:12:35:000826","1706555555826","2024-01-29 16:12:22:000010","1706555542010","2024-01-29 16:12:43:000346","1706555563346"
"180","1-2-3-4-5","Numpad","Shift","2024-01-29 16:13:03:000626","1706555583626","2024-01-29 16:13:08:000212","1706555588212","2024-01-29 16:12:48:000746","1706555568746","2024-01-29 16:12:57:000179","1706555577179","2024-01-29 16:13:01:000297","1706555581297","2024-01-29 16:13:03:000626","1706555583626","2024-01-29 16:12:57:000179","1706555577179","2024-01-29 16:12:58:000883","1706555578883","2024-01-29 16:12:58:000883","1706555578883","2024-01-29 16:13:01:000177","1706555581177","2024-01-29 16:12:48:000746","1706555568746","2024-01-29 16:13:08:000212","1706555588212"
"181","1-2-3-4-5","Numpad","Shift","2024-01-29 16:13:32:000546","1706555612546","2024-01-29 16:13:37:000403","1706555617403","2024-01-29 16:13:15:000403","1706555595403","2024-01-29 16:13:24:000818","1706555604818","2024-01-29 16:13:29:000738","1706555609738","2024-01-29 16:13:32:000546","1706555612546","2024-01-29 16:13:24:000818","1706555604818","2024-01-29 16:13:26:000860","1706555606860","2024-01-29 16:13:26:000860","1706555606860","2024-01-29 16:13:29:000737","1706555609737","2024-01-29 16:13:15:000403","1706555595403","2024-01-29 16:13:37:000403","1706555617403"
"182","1-2-3-4-5","Numpad","Shift","2024-01-29 16:14:01:000313","1706555641313","2024-01-29 16:14:06:000650","1706555646650","2024-01-29 16:13:44:000194","1706555624194","2024-01-29 16:13:54:000202","1706555634202","2024-01-29 16:13:58:000962","1706555638962","2024-01-29 16:14:00:000882","1706555640882","2024-01-29 16:13:54:000202","1706555634202","2024-01-29 16:13:56:000442","1706555636442","2024-01-29 16:13:56:000442","1706555636442","2024-01-29 16:13:58:000962","1706555638962","2024-01-29 16:13:44:000194","1706555624194","2024-01-29 16:14:06:000650","1706555646650"
"183","1-2-3-4-5","Mixed","Shift","2024-01-29 16:14:33:000009","1706555673009","2024-01-29 16:14:37:000418","1706555677418","2024-01-29 16:14:11:000738","1706555651738","2024-01-29 16:14:24:000427","1706555664427","2024-01-29 16:14:30:000266","1706555670266","2024-01-29 16:14:33:000009","1706555673009","2024-01-29 16:14:24:000698","1706555664698","2024-01-29 16:14:27:000138","1706555667138","2024-01-29 16:14:27:000138","1706555667138","2024-01-29 16:14:30:000266","1706555670266","2024-01-29 16:14:11:000738","1706555651738","2024-01-29 16:14:37:000418","1706555677418"
"184","1-2-3-4-5","Mixed","Shift","2024-01-29 16:15:01:000121","1706555701121","2024-01-29 16:15:04:000961","1706555704961","2024-01-29 16:14:41:000432","1706555681432","2024-01-29 16:14:50:000058","1706555690058","2024-01-29 16:14:55:000009","1706555695009","2024-01-29 16:15:00:000482","1706555700482","2024-01-29 16:14:50:000059","1706555690059","2024-01-29 16:14:52:000218","1706555692218","2024-01-29 16:14:52:000785","1706555692785","2024-01-29 16:14:55:000009","1706555695009","2024-01-29 16:14:41:000432","1706555681432","2024-01-29 16:15:04:000961","1706555704961"
"185","1-2-3-4-5","Numpad","Shift","2024-01-29 16:15:24:000930","1706555724930","2024-01-29 16:15:29:000363","1706555729363","2024-01-29 16:15:09:000626","1706555709626","2024-01-29 16:15:17:000514","1706555717514","2024-01-29 16:15:22:000266","1706555722266","2024-01-29 16:15:24:000929","1706555724929","2024-01-29 16:15:17:000514","1706555717514","2024-01-29 16:15:19:000642","1706555719642","2024-01-29 16:15:19:000642","1706555719642","2024-01-29 16:15:22:000266","1706555722266","2024-01-29 16:15:09:000626","1706555709626","2024-01-29 16:15:29:000363","1706555729363"
"186","1-2-3-4-5","Mixed","Shift","2024-01-29 16:15:49:000594","1706555749594","2024-01-29 16:15:53:000803","1706555753803","2024-01-29 16:15:33:000466","1706555733466","2024-01-29 16:15:41:000705","1706555741705","2024-01-29 16:15:47:000292","1706555747292","2024-01-29 16:15:49:000594","1706555749594","2024-01-29 16:15:41:000705","1706555741705","2024-01-29 16:15:43:000530","1706555743530","2024-01-29 16:15:43:000530","1706555743530","2024-01-29 16:15:47:000291","1706555747291","2024-01-29 16:15:33:000466","1706555733466","2024-01-29 16:15:53:000803","1706555753803"
"187","1-2-3-4-5","Numpad","Shift","2024-01-29 16:16:14:000946","1706555774946","2024-01-29 16:16:19:000113","1706555779113","2024-01-29 16:15:57:000281","1706555757281","2024-01-29 16:16:05:000850","1706555765850","2024-01-29 16:16:12:000762","1706555772762","2024-01-29 16:16:14:000946","1706555774946","2024-01-29 16:16:05:000850","1706555765850","2024-01-29 16:16:08:000378","1706555768378","2024-01-29 16:16:08:000378","1706555768378","2024-01-29 16:16:12:000762","1706555772762","2024-01-29 16:15:57:000281","1706555757281","2024-01-29 16:16:19:000113","1706555779113"
"188","1-2-3-4-5","Numpad","Shift","2024-01-29 16:16:37:000234","1706555797234","2024-01-29 16:16:41:000106","1706555801106","2024-01-29 16:16:23:000161","1706555783161","2024-01-29 16:16:30:000414","1706555790414","2024-01-29 16:16:35:000067","1706555795067","2024-01-29 16:16:37:000234","1706555797234","2024-01-29 16:16:30:000414","1706555790414","2024-01-29 16:16:32:000330","1706555792330","2024-01-29 16:16:32:000330","1706555792330","2024-01-29 16:16:35:000066","1706555795066","2024-01-29 16:16:23:000161","1706555783161","2024-01-29 16:16:41:000106","1706555801106"
